m2r_ap_card	apid	ap	m4_ap	82	suffix_match
m2r_ap_card_detail	apid	ap	0_ap	82	suffix_match
m2r_ap_card_detail	apid	ap	m4_ap	82	suffix_match
m2r_ap_voucher	apid	ap	0_ap	82	suffix_match
m2r_ap_voucher	apid	ap	m4_ap	82	suffix_match
m2r_ap_voucher_aging	apid	ap	0_ap	82	suffix_match
m2r_ap_voucher_aging	apid	ap	m4_ap	82	suffix_match
m2r_ap_voucher_aging_detail	apid	ap	0_ap	82	suffix_match
m2r_ap_voucher_aging_detail	apid	ap	m4_ap	82	suffix_match
m2r_ap_voucher_detail	apid	ap	0_ap	82	suffix_match
m2r_ap_voucher_detail	apid	ap	m4_ap	82	suffix_match
m2r_appostage_card	apid	ap	0_ap	82	suffix_match
m2r_appostage_card	apid	ap	m4_ap	82	suffix_match
m2r_appostage_voucher	apid	ap	0_ap	82	suffix_match
m2r_appostage_voucher	apid	ap	m4_ap	82	suffix_match
m2r_ar_card	arid	ar	0_ar	82	suffix_match
m2r_ar_card	arid	ar	m13_py_detail_bayar	82	suffix_match
m2r_ar_card	arid	ar	m13_school_year	82	suffix_match
m2r_ar_card_detail	arid	ar	0_ar	82	suffix_match
m2r_ar_card_detail	arid	ar	m13_py_detail_bayar	82	suffix_match
m2r_ar_card_detail	arid	ar	m13_school_year	82	suffix_match
m2r_ar_voucher	arid	ar	0_ar	82	suffix_match
m2r_ar_voucher	arid	ar	m13_py_detail_bayar	82	suffix_match
m2r_ar_voucher	arid	ar	m13_school_year	82	suffix_match
m2r_ar_voucher_aging	arid	ar	0_ar	82	suffix_match
m2r_ar_voucher_aging	arid	ar	m13_py_detail_bayar	82	suffix_match
m2r_ar_voucher_aging	arid	ar	m13_school_year	82	suffix_match
m2r_ar_voucher_aging_detail	arid	ar	0_ar	82	suffix_match
m2r_ar_voucher_aging_detail	arid	ar	m13_py_detail_bayar	82	suffix_match
m2r_ar_voucher_aging_detail	arid	ar	m13_school_year	82	suffix_match
m2r_ar_voucher_detail	arid	ar	0_ar	82	suffix_match
m2r_ar_voucher_detail	arid	ar	m13_py_detail_bayar	82	suffix_match
m2r_ar_voucher_detail	arid	ar	m13_school_year	82	suffix_match
m2r_arpostage_card	arid	ar	0_ar	82	suffix_match
m2r_arpostage_card	arid	ar	m13_py_detail_bayar	82	suffix_match
m2r_arpostage_card	arid	ar	m13_school_year	82	suffix_match
m2r_arpostage_voucher	arid	ar	0_ar	82	suffix_match
m2r_arpostage_voucher	arid	ar	m13_py_detail_bayar	82	suffix_match
m2r_arpostage_voucher	arid	ar	m13_school_year	82	suffix_match
m2r_barang_dibawah_margin	userid	user	m0_user	82	suffix_match
m2r_barcode	userid	user	m0_user	82	suffix_match
m2r_inventory_aging	ksid	s	businessunits	82	suffix_match
m2r_ip_card	arid	ar	0_ar	82	suffix_match
m2r_ip_card	arid	ar	m13_py_detail_bayar	82	suffix_match
m2r_ip_card	arid	ar	m13_school_year	82	suffix_match
m2r_ip_list	ipid	ip	m5_ip	82	suffix_match
m2r_ip_list	pvid	pv	m5_pv	82	suffix_match
m2r_ip_list	pvid	pv	m_12_ppv	82	suffix_match
m2r_ip_voucher	arid	ar	0_ar	82	suffix_match
