m3_mr	mrstatussebelumnya	tinyint	tinyint	NO	status
m3_mr_detail	statusts	tinyint	tinyint	NO	status
m3_mr_detail	statusrs	tinyint	tinyint	NO	status
m3_mr_detail	statusrealisasi	tinyint	tinyint	NO	status
m3_mr_detail_history	statusts	tinyint	tinyint	NO	status
m3_mr_detail_history	statusrs	tinyint	tinyint	NO	status
m3_mr_detail_history	statusrealisasi	tinyint	tinyint	NO	status
m3_mr_history	mrstatusts	tinyint	tinyint	NO	status
m3_mr_history	mrstatusrs	tinyint	tinyint	NO	status
m3_mr_history	mrstatusrealisasi	tinyint	tinyint	NO	status
m3_mr_history	mrstatus	tinyint	tinyint	NO	status
m3_mr_history	mrstatussebelumnya	tinyint	tinyint	NO	status
m3_pa	pastatus	tinyint	tinyint	NO	status
m3_pa	pastatussebelumnya	tinyint	tinyint	NO	status
m3_pa_detail	statusberlaku	int	int	NO	status
m3_pa_detail_history	statusberlaku	int	int	NO	status
m3_pa_history	pastatus	tinyint	tinyint	NO	status
m3_pa_history	pastatussebelumnya	tinyint	tinyint	NO	status
m3_rf	rfstatusts	tinyint	tinyint	NO	status
m3_rf	rfstatusrs	tinyint	tinyint	NO	status
m3_rf	rfstatusrealisasi	tinyint	tinyint	NO	status
m3_rf	rfstatus	tinyint	tinyint	NO	status
m3_rf	rfstatussebelumnya	tinyint	tinyint	NO	status
m3_rf_detail	statusts	tinyint	tinyint	NO	status
m3_rf_detail	statusrs	tinyint	tinyint	NO	status
m3_rf_detail	statusrealisasi	tinyint	tinyint	NO	status
m3_rf_detail_history	statusts	tinyint	tinyint	NO	status
m3_rf_detail_history	statusrs	tinyint	tinyint	NO	status
m3_rf_detail_history	statusrealisasi	tinyint	tinyint	NO	status
m3_rf_history	rfstatusts	tinyint	tinyint	NO	status
m3_rf_history	rfstatusrs	tinyint	tinyint	NO	status
m3_rf_history	rfstatusrealisasi	tinyint	tinyint	NO	status
m3_rf_history	rfstatus	tinyint	tinyint	NO	status
m3_rf_history	rfstatussebelumnya	tinyint	tinyint	NO	status
m3_rs	rsstatus	tinyint	tinyint	NO	status
m3_rs	rsstatussebelumnya	tinyint	tinyint	NO	status
m3_rs_history	rsstatus	tinyint	tinyint	NO	status
m3_rs_history	rsstatussebelumnya	tinyint	tinyint	NO	status
m3_rw	rwstatus	tinyint	tinyint	NO	status
m3_rw	rwstatussebelumnya	tinyint	tinyint	NO	status
